record_type	signature	module_group	gene	expected_cell_source	role	priority	notes	dataset	n_signature_genes	n_genes_found	coverage	missing_genes	source_file	expression_source	annotation_note	platform	module
cohort_signature_coverage	Basoluminal_plasticity							GSE163882	9	9	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	CD8_Tsem_memory							GSE163882	6	6	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	CXCL9_FOLR2_macrophage							GSE163882	10	10	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	Cytolytic							GSE163882	2	2	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	DC_HLA_antigen_presentation							GSE163882	9	9	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	HLAII							GSE163882	5	5	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	Mast_cell							GSE163882	7	7	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	Proliferation							GSE163882	9	9	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	Suppressive_myeloid							GSE163882	13	13	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	Tfh_TLS_like							GSE163882	13	13	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	TIM3_cell_source_check							GSE163882	3	3	1		results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage	APC_CXCL9_axis							GSE163882	24	24	1	;;	results/round4_external_signature_coverage.tsv	supplementary_TPM_ENSEMBL_orgHs_symbol	org.Hs.eg.db ENSEMBL-to-SYMBOL mapping		
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				Basoluminal_plasticity
cohort_signature_coverage								GSE266919	6	6	1		results/GSE266919_subcluster_signature_coverage.tsv				CD8_Tsem_memory
cohort_signature_coverage								GSE266919	10	10	1		results/GSE266919_subcluster_signature_coverage.tsv				CXCL9_FOLR2_macrophage
cohort_signature_coverage								GSE266919	2	2	1		results/GSE266919_subcluster_signature_coverage.tsv				Cytolytic
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				DC_HLA_antigen_presentation
cohort_signature_coverage								GSE266919	5	5	1		results/GSE266919_subcluster_signature_coverage.tsv				HLAII
cohort_signature_coverage								GSE266919	7	7	1		results/GSE266919_subcluster_signature_coverage.tsv				Mast_cell
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				Proliferation
cohort_signature_coverage								GSE266919	13	13	1		results/GSE266919_subcluster_signature_coverage.tsv				Suppressive_myeloid
cohort_signature_coverage								GSE266919	13	13	1		results/GSE266919_subcluster_signature_coverage.tsv				Tfh_TLS_like
cohort_signature_coverage								GSE266919	5	5	1		results/GSE266919_subcluster_signature_coverage.tsv				mast_marker
cohort_signature_coverage								GSE266919	8	8	1		results/GSE266919_subcluster_signature_coverage.tsv				tfh_tls_marker
cohort_signature_coverage								GSE266919	6	6	1		results/GSE266919_subcluster_signature_coverage.tsv				cd8_tsem_marker
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				Basoluminal_plasticity
cohort_signature_coverage								GSE266919	6	6	1		results/GSE266919_subcluster_signature_coverage.tsv				CD8_Tsem_memory
cohort_signature_coverage								GSE266919	10	10	1		results/GSE266919_subcluster_signature_coverage.tsv				CXCL9_FOLR2_macrophage
cohort_signature_coverage								GSE266919	2	2	1		results/GSE266919_subcluster_signature_coverage.tsv				Cytolytic
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				DC_HLA_antigen_presentation
cohort_signature_coverage								GSE266919	5	5	1		results/GSE266919_subcluster_signature_coverage.tsv				HLAII
cohort_signature_coverage								GSE266919	7	7	1		results/GSE266919_subcluster_signature_coverage.tsv				Mast_cell
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				Proliferation
cohort_signature_coverage								GSE266919	13	13	1		results/GSE266919_subcluster_signature_coverage.tsv				Suppressive_myeloid
cohort_signature_coverage								GSE266919	13	13	1		results/GSE266919_subcluster_signature_coverage.tsv				Tfh_TLS_like
cohort_signature_coverage								GSE266919	5	5	1		results/GSE266919_subcluster_signature_coverage.tsv				mast_marker
cohort_signature_coverage								GSE266919	8	8	1		results/GSE266919_subcluster_signature_coverage.tsv				tfh_tls_marker
cohort_signature_coverage								GSE266919	6	6	1		results/GSE266919_subcluster_signature_coverage.tsv				cd8_tsem_marker
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				Basoluminal_plasticity
cohort_signature_coverage								GSE266919	6	6	1		results/GSE266919_subcluster_signature_coverage.tsv				CD8_Tsem_memory
cohort_signature_coverage								GSE266919	10	10	1		results/GSE266919_subcluster_signature_coverage.tsv				CXCL9_FOLR2_macrophage
cohort_signature_coverage								GSE266919	2	2	1		results/GSE266919_subcluster_signature_coverage.tsv				Cytolytic
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				DC_HLA_antigen_presentation
cohort_signature_coverage								GSE266919	5	5	1		results/GSE266919_subcluster_signature_coverage.tsv				HLAII
cohort_signature_coverage								GSE266919	7	7	1		results/GSE266919_subcluster_signature_coverage.tsv				Mast_cell
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				Proliferation
cohort_signature_coverage								GSE266919	13	13	1		results/GSE266919_subcluster_signature_coverage.tsv				Suppressive_myeloid
cohort_signature_coverage								GSE266919	13	13	1		results/GSE266919_subcluster_signature_coverage.tsv				Tfh_TLS_like
cohort_signature_coverage								GSE266919	5	5	1		results/GSE266919_subcluster_signature_coverage.tsv				mast_marker
cohort_signature_coverage								GSE266919	8	8	1		results/GSE266919_subcluster_signature_coverage.tsv				tfh_tls_marker
cohort_signature_coverage								GSE266919	6	6	1		results/GSE266919_subcluster_signature_coverage.tsv				cd8_tsem_marker
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				Basoluminal_plasticity
cohort_signature_coverage								GSE266919	6	6	1		results/GSE266919_subcluster_signature_coverage.tsv				CD8_Tsem_memory
cohort_signature_coverage								GSE266919	10	10	1		results/GSE266919_subcluster_signature_coverage.tsv				CXCL9_FOLR2_macrophage
cohort_signature_coverage								GSE266919	2	2	1		results/GSE266919_subcluster_signature_coverage.tsv				Cytolytic
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				DC_HLA_antigen_presentation
cohort_signature_coverage								GSE266919	5	5	1		results/GSE266919_subcluster_signature_coverage.tsv				HLAII
cohort_signature_coverage								GSE266919	7	7	1		results/GSE266919_subcluster_signature_coverage.tsv				Mast_cell
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				Proliferation
cohort_signature_coverage								GSE266919	13	13	1		results/GSE266919_subcluster_signature_coverage.tsv				Suppressive_myeloid
cohort_signature_coverage								GSE266919	13	13	1		results/GSE266919_subcluster_signature_coverage.tsv				Tfh_TLS_like
cohort_signature_coverage								GSE266919	5	5	1		results/GSE266919_subcluster_signature_coverage.tsv				mast_marker
cohort_signature_coverage								GSE266919	8	8	1		results/GSE266919_subcluster_signature_coverage.tsv				tfh_tls_marker
cohort_signature_coverage								GSE266919	6	6	1		results/GSE266919_subcluster_signature_coverage.tsv				cd8_tsem_marker
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				Basoluminal_plasticity
cohort_signature_coverage								GSE266919	6	6	1		results/GSE266919_subcluster_signature_coverage.tsv				CD8_Tsem_memory
cohort_signature_coverage								GSE266919	10	10	1		results/GSE266919_subcluster_signature_coverage.tsv				CXCL9_FOLR2_macrophage
cohort_signature_coverage								GSE266919	2	2	1		results/GSE266919_subcluster_signature_coverage.tsv				Cytolytic
cohort_signature_coverage								GSE266919	9	8	0.888888888888889	XCR1	results/GSE266919_subcluster_signature_coverage.tsv				DC_HLA_antigen_presentation
cohort_signature_coverage								GSE266919	5	5	1		results/GSE266919_subcluster_signature_coverage.tsv				HLAII
cohort_signature_coverage								GSE266919	7	6	0.857142857142857	MS4A2	results/GSE266919_subcluster_signature_coverage.tsv				Mast_cell
cohort_signature_coverage								GSE266919	9	9	1		results/GSE266919_subcluster_signature_coverage.tsv				Proliferation
cohort_signature_coverage								GSE266919	13	13	1		results/GSE266919_subcluster_signature_coverage.tsv				Suppressive_myeloid
cohort_signature_coverage								GSE266919	13	13	1		results/GSE266919_subcluster_signature_coverage.tsv				Tfh_TLS_like
cohort_signature_coverage								GSE266919	5	4	0.8	MS4A2	results/GSE266919_subcluster_signature_coverage.tsv				mast_marker
cohort_signature_coverage								GSE266919	8	8	1		results/GSE266919_subcluster_signature_coverage.tsv				tfh_tls_marker
cohort_signature_coverage								GSE266919	6	6	1		results/GSE266919_subcluster_signature_coverage.tsv				cd8_tsem_marker
